25139408	973	978	IRX10	Gene	839635
26433582	823	829	AtNGA1	Gene	819300
26433582	833	839	AtNGA4	Gene	826750
26433582	892	896	nga1	Gene	819300
26433582	907	911	nga4	Gene	826750
24433542	445	449	KAI2	Gene	829902
24433542	454	459	AtD14	Gene	819554
24433542	489	493	MAX2	Gene	818862
24433542	1030	1034	KAI2	Gene	829902
24433542	1252	1256	KAI2	Gene	829902
24433542	1460	1464	KAI2	Gene	829902
30235047	35	39	VIP1	Gene	840957
30235047	91	95	VIP1	Gene	840957
30235047	97	124	VIRE2-INTERACTING PROTEIN 1	Gene	840957
30235047	176	180	bZIP	Gene	843221
30235047	486	490	VIP1	Gene	840957
30235047	808	812	VIP1	Gene	840957
32673998	1226	1230	cad2	Gene	816710
25187356	21	32	homeobox 12	Gene	825362
25187356	34	40	ATHB12	Gene	825362
25187356	175	186	homeobox 12	Gene	825362
25187356	188	194	ATHB12	Gene	825362
25187356	490	496	ATHB12	Gene	825362
25187356	658	664	ATHB12	Gene	825362
25187356	1109	1115	ATHB12	Gene	825362
25187356	1186	1192	ATHB12	Gene	825362
25187356	1272	1278	AtRPS6	Gene	834690
25187356	1335	1341	ATHB12	Gene	825362
25187356	1452	1464	EXPANSIN A10	Gene	839218
25187356	1466	1472	EXPA10	Gene	839218
25187356	1478	1484	DWARF4	Gene	824229
25187356	1486	1490	DWF4	Gene	824229
25187356	1528	1534	ATHB12	Gene	825362
29779109	47	52	AtUSP	Gene	835333
29779109	206	211	AtUSP	Gene	835333
29779109	213	223	At3g58450)	Gene	825014
29779109	287	290	USP	Gene	835333
